Index,A,B,R
641,76,76,0
642,8,8,0
643,81,81,0
644,101,101,0
645,1,1,0
646,91,91,0
647,221,221,0
648,230,230,0
649,150,150,0
650,68,68,0
651,3,3,0
652,207,207,0
653,155,155,0
654,129,129,0
655,165,165,0
656,110,110,0
657,59,59,0
658,158,158,0
659,132,132,0
660,66,66,0
661,231,231,0
662,195,195,0
663,124,124,0
664,55,55,0
665,16,16,0
666,12,12,0
667,150,150,0
668,184,184,0
669,244,244,0
670,9,9,0
671,81,81,0
672,39,39,0
673,72,72,0
674,7,7,0
675,92,92,0
676,204,204,0
677,246,246,0
678,82,82,0
679,16,16,0
680,128,128,0
681,168,168,0
682,206,206,0
683,158,158,0
684,38,38,0
685,2,2,0
686,22,22,0
687,129,129,0
688,182,182,0
689,171,171,0
690,43,43,0
691,146,146,0
692,232,232,0
693,242,242,0
694,151,151,0
695,26,26,0
696,6,6,0
697,102,102,0
698,211,211,0
699,90,90,0
700,150,150,0
701,183,183,0
702,15,15,0
703,14,14,0
704,174,174,0
705,97,97,0
706,37,37,0
707,37,37,0
708,70,70,0
709,248,248,0
710,34,34,0
711,156,156,0
712,228,228,0
713,39,39,0
714,243,243,0
715,79,79,0
716,36,36,0
717,86,86,0
718,147,147,0
719,62,62,0
720,23,23,0
721,39,39,0
722,126,126,0
723,6,6,0
724,126,126,0
725,229,229,0
726,21,21,0
727,201,201,0
728,104,104,0
729,219,219,0
730,140,140,0
731,153,153,0
732,70,70,0
733,210,210,0
734,87,87,0
735,121,121,0
736,214,214,0
737,138,138,0
738,58,58,0
739,179,179,0
740,194,194,0
741,29,29,0
742,238,238,0
743,149,149,0
744,165,165,0
745,82,82,0
746,190,190,0
747,120,120,0
748,15,15,0
749,12,12,0
750,28,28,0
751,201,201,0
752,167,167,0
753,148,148,0
754,83,83,0
755,149,149,0
756,255,255,0
757,7,7,0
758,211,211,0
759,239,239,0
760,43,43,0
761,158,158,0
762,78,78,0
763,112,112,0
764,228,228,0
765,252,252,0
766,103,103,0
767,244,244,0
