Index,A,B,R
162,21,21,0
163,55,55,0
164,247,247,0
165,119,119,0
166,189,189,0
167,147,147,0
168,194,194,0
169,100,100,0
170,56,56,0
171,82,82,0
172,27,27,0
173,215,215,0
174,81,81,0
175,54,54,0
176,200,200,0
177,229,229,0
178,63,63,0
179,75,75,0
180,92,92,0
181,25,25,0
182,23,23,0
183,220,220,0
184,136,136,0
185,72,72,0
186,202,202,0
187,33,33,0
188,139,139,0
189,55,55,0
190,102,102,0
191,237,237,0
192,21,21,0
193,47,47,0
194,60,60,0
195,135,135,0
196,115,115,0
197,138,138,0
198,243,243,0
199,28,28,0
200,123,123,0
201,90,90,0
202,111,111,0
203,172,172,0
204,133,133,0
205,217,217,0
206,95,95,0
207,116,116,0
208,224,224,0
209,167,167,0
210,202,202,0
211,253,253,0
212,125,125,0
213,249,249,0
214,249,249,0
215,250,250,0
216,92,92,0
217,71,71,0
218,244,244,0
219,175,175,0
220,39,39,0
221,159,159,0
222,84,84,0
223,125,125,0
224,173,173,0
225,90,90,0
226,156,156,0
227,73,73,0
228,229,229,0
229,245,245,0
230,211,211,0
231,233,233,0
232,63,63,0
233,104,104,0
234,52,52,0
235,46,46,0
236,231,231,0
237,122,122,0
238,168,168,0
239,162,162,0
240,56,56,0
241,251,251,0
242,145,145,0
243,146,146,0
244,23,23,0
245,176,176,0
246,3,3,0
247,99,99,0
248,195,195,0
249,7,7,0
250,1,1,0
251,184,184,0
252,243,243,0
253,56,56,0
254,66,66,0
255,41,41,0
256,181,181,0
257,101,101,0
258,116,116,0
259,188,188,0
260,37,37,0
261,225,225,0
262,107,107,0
263,160,160,0
264,129,129,0
265,196,196,0
266,174,174,0
267,95,95,0
268,221,221,0
269,197,197,0
270,156,156,0
271,142,142,0
272,251,251,0
273,23,23,0
274,240,240,0
275,156,156,0
276,7,7,0
277,225,225,0
278,67,67,0
279,196,196,0
280,33,33,0
281,138,138,0
282,160,160,0
283,160,160,0
284,128,128,0
285,171,171,0
286,39,39,0
287,47,47,0
288,242,242,0
289,201,201,0
290,96,96,0
291,184,184,0
292,118,118,0
293,115,115,0
294,62,62,0
295,81,81,0
296,247,247,0
297,125,125,0
298,180,180,0
299,118,118,0
300,226,226,0
301,197,197,0
302,212,212,0
303,133,133,0
304,56,56,0
305,119,119,0
306,65,65,0
307,219,219,0
308,179,179,0
309,30,30,0
310,7,7,0
311,83,83,0
312,240,240,0
313,179,179,0
314,20,20,0
315,44,44,0
316,60,60,0
317,247,247,0
318,196,196,0
319,222,222,0
320,211,211,0
321,192,192,0
322,128,128,0
323,139,139,0
324,149,149,0
325,220,220,0
326,156,156,0
327,80,80,0
328,66,66,0
329,109,109,0
330,149,149,0
331,161,161,0
332,142,142,0
333,122,122,0
334,245,245,0
335,50,50,0
336,169,169,0
337,104,104,0
338,177,177,0
339,27,27,0
340,10,10,0
341,87,87,0
342,108,108,0
343,249,249,0
344,168,168,0
345,164,164,0
346,62,62,0
347,122,122,0
348,253,253,0
349,33,33,0
350,9,9,0
351,246,246,0
352,122,122,0
353,37,37,0
354,177,177,0
355,59,59,0
356,101,101,0
357,44,44,0
358,233,233,0
359,249,249,0
360,255,255,0
361,108,108,0
362,168,168,0
363,75,75,0
364,13,13,0
365,232,232,0
366,38,38,0
367,189,189,0
368,97,97,0
369,119,119,0
370,239,239,0
371,94,94,0
372,170,170,0
373,16,16,0
374,44,44,0
375,72,72,0
376,158,158,0
377,78,78,0
378,121,121,0
379,43,43,0
380,240,240,0
381,61,61,0
382,219,219,0
383,18,18,0
384,130,130,0
385,247,247,0
386,147,147,0
387,1,1,0
388,131,131,0
389,15,15,0
390,55,55,0
391,114,114,0
392,220,220,0
393,205,205,0
394,167,167,0
395,135,135,0
396,200,200,0
397,92,92,0
398,36,36,0
399,26,26,0
400,201,201,0
401,99,99,0
402,106,106,0
403,178,178,0
404,243,243,0
405,131,131,0
406,105,105,0
407,48,48,0
408,147,147,0
409,119,119,0
410,120,120,0
411,93,93,0
412,171,171,0
413,67,67,0
414,136,136,0
415,86,86,0
416,36,36,0
417,61,61,0
418,108,108,0
419,174,174,0
420,208,208,0
421,150,150,0
422,196,196,0
423,120,120,0
424,205,205,0
425,15,15,0
426,154,154,0
427,174,174,0
428,11,11,0
429,21,21,0
430,15,15,0
431,190,190,0
432,143,143,0
433,222,222,0
434,169,169,0
435,123,123,0
436,208,208,0
437,188,188,0
438,41,41,0
439,62,62,0
440,7,7,0
441,81,81,0
442,121,121,0
443,165,165,0
444,54,54,0
445,209,209,0
446,4,4,0
447,15,15,0
448,44,44,0
449,159,159,0
450,214,214,0
451,171,171,0
452,47,47,0
453,91,91,0
454,48,48,0
455,70,70,0
456,230,230,0
457,22,22,0
458,247,247,0
459,198,198,0
460,181,181,0
461,160,160,0
462,196,196,0
463,8,8,0
464,122,122,0
465,4,4,0
466,173,173,0
467,145,145,0
468,241,241,0
469,215,215,0
470,227,227,0
471,232,232,0
472,181,181,0
473,126,126,0
474,139,139,0
475,146,146,0
476,58,58,0
477,97,97,0
478,44,44,0
479,88,88,0
480,245,245,0
481,96,96,0
482,218,218,0
483,19,19,0
484,191,191,0
485,54,54,0
486,17,17,0
487,58,58,0
488,63,63,0
489,210,210,0
490,166,166,0
491,75,75,0
492,3,3,0
493,246,246,0
494,12,12,0
495,127,127,0
496,139,139,0
497,38,38,0
498,174,174,0
499,241,241,0
500,150,150,0
501,99,99,0
502,93,93,0
503,38,38,0
504,121,121,0
505,62,62,0
506,57,57,0
507,30,30,0
508,25,25,0
509,133,133,0
510,198,198,0
511,90,90,0
512,126,126,0
513,14,14,0
514,72,72,0
515,252,252,0
516,57,57,0
517,33,33,0
518,136,136,0
519,242,242,0
520,49,49,0
521,221,221,0
522,87,87,0
523,144,144,0
524,203,203,0
525,146,146,0
526,61,61,0
527,110,110,0
528,171,171,0
529,39,39,0
530,132,132,0
531,65,65,0
532,98,98,0
533,254,254,0
534,225,225,0
535,43,43,0
536,139,139,0
537,107,107,0
538,10,10,0
539,204,204,0
540,125,125,0
541,217,217,0
542,145,145,0
543,152,152,0
544,233,233,0
545,80,80,0
546,117,117,0
547,119,119,0
548,51,51,0
549,199,199,0
550,173,173,0
551,244,244,0
552,148,148,0
553,124,124,0
554,221,221,0
555,109,109,0
556,58,58,0
557,26,26,0
558,141,141,0
559,150,150,0
560,54,54,0
561,20,20,0
562,207,207,0
563,248,248,0
564,255,255,0
565,11,11,0
566,228,228,0
567,42,42,0
568,112,112,0
569,89,89,0
570,240,240,0
571,119,119,0
572,220,220,0
573,142,142,0
574,251,251,0
575,236,236,0
576,46,46,0
577,123,123,0
578,181,181,0
579,243,243,0
580,82,82,0
581,136,136,0
582,144,144,0
583,54,54,0
584,101,101,0
585,86,86,0
586,229,229,0
587,252,252,0
588,137,137,0
589,213,213,0
590,135,135,0
591,146,146,0
592,94,94,0
593,144,144,0
594,46,46,0
595,135,135,0
596,231,231,0
597,162,162,0
598,19,19,0
599,20,20,0
600,241,241,0
601,222,222,0
602,35,35,0
603,222,222,0
604,16,16,0
605,228,228,0
606,93,93,0
607,78,78,0
608,211,211,0
609,135,135,0
610,46,46,0
611,114,114,0
612,9,9,0
613,241,241,0
614,45,45,0
615,248,248,0
616,144,144,0
617,158,158,0
618,148,148,0
619,29,29,0
620,187,187,0
621,210,210,0
622,16,16,0
623,37,37,0
624,35,35,0
625,87,87,0
626,40,40,0
627,37,37,0
628,197,197,0
629,159,159,0
630,17,17,0
631,26,26,0
632,199,199,0
633,17,17,0
634,130,130,0
635,223,223,0
636,199,199,0
637,154,154,0
638,96,96,0
639,88,88,0
640,15,15,0
641,10,10,0
642,124,124,0
643,129,129,0
644,180,180,0
645,249,249,0
646,254,254,0
647,28,28,0
648,67,67,0
649,191,191,0
650,214,214,0
651,54,54,0
652,239,239,0
653,97,97,0
654,70,70,0
655,90,90,0
656,16,16,0
657,95,95,0
658,51,51,0
659,133,133,0
660,74,74,0
661,88,88,0
662,74,74,0
663,104,104,0
664,150,150,0
665,126,126,0
666,195,195,0
667,119,119,0
668,159,159,0
669,24,24,0
670,180,180,0
671,152,152,0
672,195,195,0
673,180,180,0
674,36,36,0
675,145,145,0
676,209,209,0
677,172,172,0
678,87,87,0
679,15,15,0
680,142,142,0
681,135,135,0
682,184,184,0
683,191,191,0
684,195,195,0
685,31,31,0
686,118,118,0
687,93,93,0
688,123,123,0
689,212,212,0
690,168,168,0
691,233,233,0
692,113,113,0
693,214,214,0
694,69,69,0
695,79,79,0
696,101,101,0
697,40,40,0
698,243,243,0
699,228,228,0
700,158,158,0
701,241,241,0
702,47,47,0
703,11,11,0
704,58,58,0
705,149,149,0
706,76,76,0
707,116,116,0
708,232,232,0
709,66,66,0
710,199,199,0
711,253,253,0
712,167,167,0
713,230,230,0
714,164,164,0
715,115,115,0
716,220,220,0
717,48,48,0
718,169,169,0
719,77,77,0
720,172,172,0
721,135,135,0
722,253,253,0
723,50,50,0
724,26,26,0
725,151,151,0
726,29,29,0
727,25,25,0
728,120,120,0
729,13,13,0
730,197,197,0
731,25,25,0
732,156,156,0
733,10,10,0
734,15,15,0
735,180,180,0
736,163,163,0
737,250,250,0
738,19,19,0
739,143,143,0
740,148,148,0
741,198,198,0
742,223,223,0
743,188,188,0
744,220,220,0
745,20,20,0
746,93,93,0
747,143,143,0
748,173,173,0
749,141,141,0
750,247,247,0
751,122,122,0
752,32,32,0
753,129,129,0
754,161,161,0
755,151,151,0
756,211,211,0
757,194,194,0
758,101,101,0
759,73,73,0
760,65,65,0
761,239,239,0
762,34,34,0
763,60,60,0
764,81,81,0
765,122,122,0
766,15,15,0
767,99,99,0
